Close,predict,diff
149.8000030517578,150.70543,0.905426025390625
148.9600067138672,150.96155,2.0015411376953125
150.02000427246094,150.93117,0.911163330078125
151.49000549316406,150.85432,-0.63568115234375
150.9600067138672,150.92906,-0.03094482421875
151.27999877929688,151.01106,-0.2689361572265625
150.44000244140625,151.12762,0.6876220703125
150.80999755859375,151.14365,0.333648681640625
147.9199981689453,151.14787,3.227874755859375
147.8699951171875,150.77327,2.9032745361328125
149.99000549316406,150.22198,0.2319793701171875
150.0,149.89252,-0.10748291015625
151.0,149.73856,-1.261444091796875
153.49000549316406,149.83226,-3.657745361328125
157.8699951171875,150.37859,-7.4914093017578125
160.5500030517578,151.67822,-8.871780395507812
161.02000427246094,153.60616,-7.413848876953125
161.41000366210938,155.73479,-5.6752166748046875
161.94000244140625,157.7756,-4.164398193359375
156.80999755859375,159.574,2.764007568359375
160.24000549316406,160.33864,0.0986328125
165.3000030517578,160.8293,-4.470703125
164.77000427246094,161.70464,-3.06536865234375
163.75999450683594,162.60358,-1.1564178466796875
161.83999633789062,163.27165,1.4316558837890625
165.32000732421875,163.46559,-1.8544158935546875
171.17999267578125,163.78757,-7.392425537109375
175.0800018310547,164.86438,-10.215621948242188
174.55999755859375,166.72856,-7.8314361572265625
179.4499969482422,168.75299,-10.697006225585938
175.74000549316406,171.23929,-4.5007171630859375
174.3300018310547,173.19687,-1.1331329345703125
179.3000030517578,174.41351,-4.8864898681640625
172.25999450683594,175.656,3.3960113525390625
171.13999938964844,175.81293,4.6729278564453125
169.75,175.17354,5.4235382080078125
172.99000549316406,173.94257,0.9525604248046875
175.63999938964844,172.91737,-2.722625732421875
176.27999877929688,172.45613,-3.8238677978515625
180.3300018310547,172.46391,-7.8660888671875
179.2899932861328,173.2678,-6.022186279296875
179.3800048828125,174.30089,-5.0791168212890625
178.1999969482422,175.36754,-2.83245849609375
177.57000732421875,176.17062,-1.399383544921875
182.00999450683594,176.6377,-5.3722991943359375
179.6999969482422,177.4123,-2.2877044677734375
174.9199981689453,177.95638,3.036376953125
172.0,177.69234,5.6923370361328125
172.1699981689453,176.61995,4.449951171875
172.19000244140625,175.22536,3.0353546142578125
175.0800018310547,173.81644,-1.2635650634765625
175.52999877929688,172.934,-2.5959930419921875
172.19000244140625,172.52327,0.3332672119140625
173.07000732421875,172.03366,-1.036346435546875
169.8000030517578,171.69531,1.8953094482421875
166.22999572753906,171.07753,4.8475341796875
164.50999450683594,169.93039,5.4203948974609375
162.41000366210938,168.40787,5.99786376953125
161.6199951171875,166.59709,4.9770965576171875
159.77999877929688,164.75989,4.979888916015625
159.69000244140625,162.90704,3.217041015625
159.22000122070312,161.29297,2.072967529296875
170.3300018310547,159.97427,-10.355728149414062
174.77999877929688,160.40964,-14.370361328125
174.61000061035156,162.40462,-12.20538330078125
175.83999633789062,165.07843,-10.761566162109375
172.89999389648438,168.01021,-4.8897857666015625
172.38999938964844,170.35562,-2.0343780517578125
171.66000366210938,172.00156,0.341552734375
174.8300018310547,172.92075,-1.9092559814453125
176.27999877929688,173.6768,-2.6031951904296875
172.1199951171875,174.39967,2.2796783447265625
168.63999938964844,174.45418,5.814178466796875
168.8800048828125,173.65724,4.7772369384765625
172.7899932861328,172.47406,-0.3159332275390625
172.5500030517578,171.67914,-0.8708648681640625
168.8800048828125,171.16357,2.2835693359375
167.3000030517578,170.4118,3.1118011474609375
164.32000732421875,169.42245,5.102447509765625
160.07000732421875,168.0347,7.964691162109375
162.74000549316406,166.05342,3.31341552734375
164.85000610351562,164.31726,-0.532745361328125
165.1199951171875,163.2064,-1.9135894775390625
163.1999969482422,162.65218,-0.547821044921875
166.55999755859375,162.26874,-4.291259765625
166.22999572753906,162.49069,-3.7393035888671875
163.1699981689453,163.01047,-0.1595306396484375
159.3000030517578,163.27264,3.9726409912109375
157.44000244140625,162.88113,5.441131591796875
162.9499969482422,161.92963,-1.0203704833984375
158.52000427246094,161.46826,2.9482574462890625
154.72999572753906,160.77754,6.04754638671875
150.6199951171875,159.58131,8.961318969726562
155.08999633789062,157.7117,2.6217041015625
159.58999633789062,156.25316,-3.3368377685546875
160.6199951171875,155.77705,-4.8429412841796875
163.97999572753906,156.073,-7.9069976806640625
165.3800048828125,157.23834,-8.14166259765625
168.82000732421875,158.95985,-9.860153198242188
170.2100067138672,161.24748,-8.9625244140625
174.07000732421875,163.75919,-10.310821533203125
174.72000122070312,166.58499,-8.135009765625
175.60000610351562,169.32028,-6.27972412109375
178.9600067138672,171.76105,-7.1989593505859375
177.77000427246094,174.12578,-3.64422607421875
174.61000061035156,175.95448,1.344482421875
174.30999755859375,176.81012,2.5001220703125
178.44000244140625,176.92464,-1.5153656005859375
175.05999755859375,177.07832,2.0183258056640625
171.8300018310547,176.7582,4.928192138671875
172.13999938964844,175.77705,3.637054443359375
170.08999633789062,174.54866,4.4586639404296875
165.75,173.0456,7.29559326171875
167.66000366210938,171.01376,3.353759765625
170.39999389648438,169.18024,-1.219757080078125
165.2899932861328,168.02713,2.7371368408203125
165.07000732421875,166.77747,1.70745849609375
167.39999389648438,165.63771,-1.7622833251953125
167.22999572753906,165.0171,-2.212890625
166.4199981689453,164.76924,-1.6507568359375
161.7899932861328,164.68436,2.8943634033203125
162.8800048828125,164.15398,1.2739715576171875
156.8000030517578,163.5946,6.7946014404296875
156.57000732421875,162.3247,5.75469970703125
163.63999938964844,160.78226,-2.8577423095703125
157.64999389648438,160.16689,2.5168914794921875
157.9600067138672,159.41467,1.4546661376953125
159.47999572753906,158.74837,-0.73162841796875
