Close,predict,diff
371.3333435058594,352.18835,-19.144989013671875
402.86334228515625,365.41702,-37.446319580078125
390.6666564941406,382.22482,-8.44183349609375
404.6199951171875,395.84637,-8.77362060546875
409.9700012207031,407.68195,-2.288055419921875
407.36334228515625,416.99387,9.630523681640625
387.64666748046875,422.23495,34.588287353515625
341.1666564941406,419.84872,78.68206787109375
355.98333740234375,403.96643,47.98309326171875
354.5033264160156,385.1906,30.687286376953125
344.47332763671875,367.01233,22.53900146484375
337.7966613769531,350.19595,12.3992919921875
351.57666015625,335.80927,-15.76739501953125
363.0033264160156,327.8959,-35.107421875
365.4599914550781,327.4543,-38.00567626953125
379.0199890136719,332.42688,-46.593109130859375
385.6233215332031,342.80365,-42.819671630859375
369.6766662597656,356.38287,-13.293792724609375
372.0,367.0442,-4.955810546875
360.6400146484375,374.8322,14.19219970703125
378.9966735839844,377.4511,-1.545562744140625
381.586669921875,379.92505,-1.66162109375
365.0,382.22147,17.221466064453125
361.5333251953125,380.8377,19.30438232421875
338.3233337402344,376.7639,38.4405517578125
336.336669921875,367.26907,30.932403564453125
350.5833435058594,355.6659,5.082550048828125
356.32000732421875,347.2235,-9.09649658203125
334.6000061035156,343.03635,8.43634033203125
339.010009765625,338.2565,-0.753509521484375
322.13665771484375,334.93674,12.800079345703125
319.5033264160156,330.07025,10.566925048828125
325.3299865722656,324.8018,-0.5281982421875
308.97332763671875,321.27957,12.306243896484375
310.8566589355469,316.6074,5.750732421875
299.9800109863281,312.55453,12.57452392578125
312.84332275390625,307.72537,-5.117950439453125
336.2900085449219,305.6401,-30.64990234375
355.6666564941406,309.78427,-45.88238525390625
364.64666748046875,320.7505,-43.89617919921875
362.8233337402344,336.03503,-26.788299560546875
362.0633239746094,351.40045,-10.662872314453125
356.7799987792969,364.26312,7.483123779296875
352.260009765625,372.41968,20.15966796875
399.9266662597656,375.31644,-24.6102294921875
383.1966552734375,383.19006,-0.006591796875
362.7066650390625,389.24332,26.536651611328125
354.8999938964844,389.2076,34.3076171875
342.32000732421875,383.75766,41.437652587890625
352.7066650390625,373.25903,20.5523681640625
354.79998779296875,363.11572,8.31573486328125
368.739990234375,355.00723,-13.732757568359375
343.85333251953125,351.95895,8.105621337890625
349.8699951171875,347.86932,-2.00067138671875
343.5033264160156,345.12115,1.617828369140625
331.8833312988281,342.47366,10.59033203125
332.0899963378906,338.33438,6.244384765625
314.6333312988281,334.16058,19.527252197265625
310.0,327.58572,17.585723876953125
306.1333312988281,319.96527,13.831939697265625
312.4700012207031,312.3932,-0.076812744140625
276.3666687011719,307.33026,30.963592529296875
282.1166687011719,298.4135,16.296844482421875
312.239990234375,289.92563,-22.314361572265625
310.4166564941406,288.34073,-22.075927734375
301.88665771484375,291.03433,-10.852325439453125
297.0466613769531,294.7392,-2.307464599609375
307.7733459472656,297.88876,-9.88458251953125
302.4466552734375,302.231,-0.215667724609375
307.3333435058594,305.7432,-1.59014892578125
310.6666564941406,309.144,-1.52264404296875
301.51666259765625,312.52866,11.011993408203125
286.6666564941406,313.73877,27.072113037109375
291.9200134277344,310.7942,18.874176025390625
307.4766540527344,306.66605,-0.81060791015625
307.7966613769531,305.11407,-2.682586669921875
292.1166687011719,305.321,13.204345703125
285.6600036621094,303.82642,18.166412353515625
273.84332275390625,300.44287,26.59954833984375
254.67999267578125,294.34576,39.665771484375
266.92333984375,284.27518,17.351837158203125
269.9566650390625,275.5139,5.557220458984375
290.1433410644531,269.39722,-20.746124267578125
288.1233215332031,269.3359,-18.78741455078125
293.2966613769531,272.76505,-20.5316162109375
279.7633361816406,278.89313,-0.870208740234375
279.42999267578125,283.52444,4.094451904296875
268.1933288574219,286.57776,18.384429931640625
274.79998779296875,286.24225,11.4422607421875
286.3233337402344,285.03622,-1.287109375
279.4333190917969,285.40497,5.971649169921875
265.1166687011719,285.47147,20.35479736328125
255.4566650390625,282.90024,27.443572998046875
267.2966613769531,277.49765,10.20098876953125
280.07666015625,273.20657,-6.870086669921875
290.5333251953125,272.34686,-18.18646240234375
301.7966613769531,275.51505,-26.2816162109375
307.0533447265625,282.67847,-24.3748779296875
331.32666015625,292.1972,-39.12945556640625
333.03668212890625,306.02188,-27.014801025390625
337.97332763671875,320.6642,-17.309112548828125
336.8800048828125,334.40704,-2.47296142578125
363.9466552734375,345.0759,-18.870758056640625
366.5233459472656,356.90488,-9.61846923828125
364.663330078125,367.70163,3.038299560546875
359.20001220703125,375.52893,16.32891845703125
361.5299987792969,378.91183,17.3818359375
381.8166809082031,379.09067,-2.72601318359375
363.7533264160156,380.69852,16.9451904296875
348.586669921875,379.11105,30.524383544921875
352.4200134277344,372.82428,20.404266357421875
341.8299865722656,365.2396,23.40960693359375
325.30999755859375,355.90567,30.595672607421875
328.98333740234375,343.96295,14.9796142578125
340.7900085449219,333.07785,-7.712158203125
328.3333435058594,326.73727,-1.5960693359375
334.7633361816406,322.0155,-12.747833251953125
342.7166748046875,320.4708,-22.245880126953125
325.73333740234375,322.71997,-3.01336669921875
336.260009765625,324.0894,-12.170623779296875
335.01666259765625,326.88663,-8.130035400390625
332.67333984375,329.98373,-2.689605712890625
292.1400146484375,332.49402,40.35400390625
293.836669921875,327.04663,33.2099609375
292.5033264160156,318.16275,25.659423828125
290.2533264160156,308.3365,18.083160400390625
300.9800109863281,299.157,-1.822998046875
303.0833435058594,293.79956,-9.283782958984375
317.5400085449219,292.07578,-25.4642333984375
291.09332275390625,295.56415,4.4708251953125
288.54998779296875,297.2043,8.654327392578125
262.3699951171875,297.25214,34.88214111328125
