Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,124.25,124.44000244140625,124.06999969482422,124.38999938964844,124.38999938964844,113500
2017-10-31,123.9800033569336,124.13999938964844,123.66999816894531,124.0,124.0,110400
2017-11-01,124.29000091552734,124.91999816894531,124.18000030517578,124.43000030517578,124.43000030517578,194200
2017-11-02,125.05000305175781,125.48999786376953,124.94000244140625,125.30999755859375,125.30999755859375,153100
2017-11-03,125.51000213623047,125.62999725341797,125.0199966430664,125.62000274658203,125.62000274658203,115300
2017-11-06,125.51000213623047,125.75,125.33999633789062,125.62999725341797,125.62999725341797,103400
2017-11-07,126.75,127.5,125.58999633789062,127.45999908447266,127.45999908447266,335100
2017-11-08,127.12000274658203,128.11000061035156,127.05000305175781,127.9800033569336,127.9800033569336,179300
2017-11-09,125.41999816894531,125.69999694824219,124.62999725341797,125.45999908447266,125.45999908447266,303900
2017-11-10,124.80000305175781,124.9000015258789,124.41000366210938,124.48999786376953,124.48999786376953,123200
2017-11-13,124.8499984741211,125.76000213623047,124.80000305175781,125.66999816894531,125.66999816894531,156400
2017-11-14,125.3499984741211,125.44000244140625,124.72000122070312,124.87000274658203,124.87000274658203,164400
2017-11-15,122.94999694824219,123.80999755859375,122.48999786376953,123.66000366210938,123.66000366210938,106500
2017-11-16,123.9800033569336,124.68000030517578,123.83999633789062,124.37000274658203,124.37000274658203,140300
2017-11-17,123.31999969482422,123.6500015258789,123.08000183105469,123.29000091552734,123.29000091552734,212600
2017-11-20,123.8499984741211,124.54000091552734,123.8499984741211,124.29000091552734,124.29000091552734,108000
2017-11-21,125.19999694824219,125.91999816894531,125.05999755859375,125.77999877929688,125.77999877929688,163500
2017-11-22,126.30000305175781,126.62000274658203,125.80000305175781,126.08000183105469,126.08000183105469,115200
2017-11-24,126.29000091552734,126.4000015258789,125.86000061035156,126.05000305175781,126.05000305175781,57700
2017-11-27,126.20999908447266,126.4000015258789,125.87000274658203,125.9800033569336,125.9800033569336,104800
2017-11-28,126.51000213623047,126.95999908447266,126.31999969482422,126.95999908447266,126.95999908447266,101000
2017-11-29,126.5999984741211,127.0999984741211,126.06999969482422,126.55000305175781,126.55000305175781,128200
2017-11-30,126.4000015258789,126.88999938964844,126.19999694824219,126.33999633789062,126.33999633789062,110600
2017-12-01,125.4000015258789,125.58999633789062,123.68000030517578,124.36000061035156,124.36000061035156,201300
2017-12-04,124.69999694824219,124.95999908447266,123.70999908447266,123.91999816894531,123.91999816894531,243400
2017-12-05,124.04000091552734,124.83999633789062,123.12999725341797,123.68000030517578,123.68000030517578,190200
2017-12-06,123.0,123.27999877929688,122.62999725341797,122.97000122070312,122.97000122070312,95700
2017-12-07,123.38999938964844,123.58000183105469,122.8499984741211,123.38999938964844,123.38999938964844,113600
2017-12-08,124.16999816894531,124.5,124.0199966430664,124.44999694824219,124.44999694824219,125100
2017-12-11,124.19000244140625,124.19000244140625,123.72000122070312,123.93000030517578,123.93000030517578,89600
2017-12-12,123.91999816894531,124.5199966430664,123.80000305175781,124.25,124.25,110100
2017-12-13,124.7300033569336,125.26000213623047,124.69000244140625,124.91999816894531,124.91999816894531,83200
2017-12-14,125.61000061035156,125.75,124.91000366210938,125.0,125.0,339500
2017-12-15,124.2300033569336,124.66000366210938,124.16999816894531,124.33999633789062,124.33999633789062,127500
2017-12-18,126.87000274658203,127.44000244140625,126.73999786376953,127.31999969482422,127.31999969482422,160600
2017-12-19,127.51000213623047,127.69999694824219,126.80000305175781,127.01000213623047,127.01000213623047,90900
2017-12-20,128.0,128.00999450683594,127.33000183105469,127.62999725341797,127.62999725341797,103900
2017-12-21,128.24000549316406,128.44000244140625,128.05999755859375,128.27999877929688,128.27999877929688,180800
2017-12-22,128.1199951171875,128.33999633789062,127.73999786376953,128.32000732421875,128.32000732421875,75800
2017-12-26,128.0,128.16000366210938,127.81999969482422,127.9800033569336,127.9800033569336,48400
2017-12-27,127.97000122070312,128.3000030517578,127.87000274658203,128.22999572753906,128.22999572753906,77800
2017-12-28,128.11000061035156,128.42999267578125,127.5199966430664,128.27000427246094,128.27000427246094,102300
2017-12-29,128.44000244140625,128.44000244140625,127.11000061035156,127.16999816894531,127.16999816894531,122100
2018-01-02,127.43000030517578,128.42999267578125,127.16999816894531,128.3699951171875,128.3699951171875,83500
2018-01-03,128.67999267578125,130.24000549316406,128.55999755859375,130.1300048828125,130.1300048828125,162200
2018-01-04,131.30999755859375,132.16000366210938,131.3000030517578,132.16000366210938,132.16000366210938,161800
2018-01-05,133.11000061035156,133.8699951171875,133.0800018310547,133.86000061035156,133.86000061035156,135300
2018-01-08,133.97999572753906,134.7899932861328,133.6199951171875,134.77000427246094,134.77000427246094,131200
2018-01-09,133.82000732421875,133.8300018310547,133.08999633789062,133.72000122070312,133.72000122070312,148000
2018-01-10,136.72999572753906,137.2899932861328,136.08999633789062,136.39999389648438,136.39999389648438,389500
2018-01-11,136.69000244140625,136.91000366210938,135.6300048828125,136.91000366210938,136.91000366210938,180000
2018-01-12,136.69000244140625,137.1999969482422,136.44000244140625,137.1999969482422,137.1999969482422,101200
2018-01-16,139.1999969482422,139.5,137.58999633789062,137.97000122070312,137.97000122070312,257800
2018-01-17,140.6199951171875,140.99000549316406,139.64999389648438,140.72000122070312,140.72000122070312,394400
2018-01-18,139.27000427246094,139.30999755859375,138.41000366210938,138.6300048828125,138.6300048828125,173300
2018-01-19,139.88999938964844,140.30999755859375,139.36000061035156,139.85000610351562,139.85000610351562,170600
2018-01-22,138.97000122070312,139.39999389648438,138.67999267578125,139.39999389648438,139.39999389648438,249800
2018-01-23,139.6300048828125,139.6300048828125,138.9499969482422,139.27999877929688,139.27999877929688,164800
2018-01-24,139.50999450683594,139.64999389648438,138.5,139.02999877929688,139.02999877929688,236800
2018-01-25,139.44000244140625,139.44000244140625,137.7100067138672,138.17999267578125,138.17999267578125,270900
2018-01-26,139.35000610351562,139.74000549316406,138.89999389648438,139.55999755859375,139.55999755859375,319300
2018-01-29,139.9499969482422,140.4600067138672,139.4600067138672,139.52999877929688,139.52999877929688,249200
2018-01-30,139.97999572753906,140.27000427246094,139.25,139.6199951171875,139.6199951171875,217200
2018-01-31,138.4499969482422,138.52000427246094,137.14999389648438,137.9199981689453,137.9199981689453,224600
2018-02-01,138.24000549316406,139.25,138.22000122070312,138.8000030517578,138.8000030517578,169600
2018-02-02,138.89999389648438,138.99000549316406,136.58999633789062,136.6199951171875,136.6199951171875,253200
2018-02-05,135.5,136.11000061035156,131.30999755859375,131.92999267578125,131.92999267578125,313800
2018-02-06,134.35000610351562,139.47999572753906,133.25,138.75999450683594,138.75999450683594,513200
2018-02-07,137.33999633789062,138.77999877929688,136.85000610351562,136.8800048828125,136.8800048828125,217800
2018-02-08,138.1999969482422,138.2899932861328,134.41000366210938,134.42999267578125,134.42999267578125,387700
2018-02-09,137.16000366210938,137.63999938964844,133.02999877929688,136.57000732421875,136.57000732421875,433000
2018-02-12,137.75999450683594,139.13999938964844,136.7899932861328,138.75999450683594,138.75999450683594,255100
2018-02-13,134.10000610351562,135.2899932861328,133.8000030517578,135.0399932861328,135.0399932861328,300100
2018-02-14,132.74000549316406,135.5800018310547,132.16000366210938,135.47000122070312,135.47000122070312,262600
2018-02-15,135.0,135.3300018310547,134.1300048828125,135.27999877929688,135.27999877929688,218500
2018-02-16,135.92999267578125,136.75999450683594,135.89999389648438,136.1999969482422,136.1999969482422,158500
2018-02-20,135.6999969482422,136.58999633789062,135.39999389648438,135.85000610351562,135.85000610351562,128800
2018-02-21,135.82000732421875,136.50999450683594,134.8000030517578,134.8000030517578,134.8000030517578,144300
2018-02-22,135.6199951171875,136.19000244140625,134.9499969482422,135.22999572753906,135.22999572753906,148000
2018-02-23,136.07000732421875,137.0800018310547,135.72999572753906,137.02999877929688,137.02999877929688,101800
2018-02-26,137.3699951171875,138.55999755859375,137.05999755859375,138.42999267578125,138.42999267578125,125600
2018-02-27,137.72999572753906,137.9499969482422,136.02000427246094,136.02999877929688,136.02999877929688,150800
2018-02-28,136.1699981689453,136.22000122070312,134.57000732421875,134.60000610351562,134.60000610351562,135600
2018-03-01,133.47999572753906,133.55999755859375,129.5,130.38999938964844,130.38999938964844,444200
2018-03-02,129.1699981689453,130.72999572753906,128.60000610351562,130.58999633789062,130.58999633789062,214200
2018-03-05,129.3000030517578,131.4199981689453,128.9600067138672,130.97999572753906,130.97999572753906,161200
2018-03-06,131.67999267578125,131.83999633789062,130.74000549316406,131.33999633789062,131.33999633789062,194900
2018-03-07,129.47999572753906,130.0,128.41000366210938,129.82000732421875,129.82000732421875,284100
2018-03-08,129.1999969482422,129.80999755859375,128.72999572753906,129.55999755859375,129.55999755859375,233800
2018-03-09,128.6199951171875,130.1300048828125,127.86000061035156,129.6999969482422,129.6999969482422,473000
2018-03-12,130.0399932861328,131.0,130.0399932861328,130.33999633789062,130.33999633789062,144000
2018-03-13,130.66000366210938,131.1699981689453,129.6699981689453,130.0,130.0,174200
2018-03-14,131.2100067138672,131.2100067138672,129.8699951171875,130.0,130.0,116100
2018-03-15,130.55999755859375,131.0,129.92999267578125,130.38999938964844,130.38999938964844,102400
2018-03-16,130.0800018310547,130.41000366210938,129.89999389648438,129.91000366210938,129.91000366210938,91400
2018-03-19,129.16000366210938,129.35000610351562,127.25,127.83999633789062,127.83999633789062,179500
2018-03-20,128.5500030517578,129.38999938964844,128.52000427246094,129.25,129.25,69100
2018-03-21,129.2899932861328,130.1999969482422,128.8699951171875,129.27999877929688,129.27999877929688,110500
2018-03-22,128.30999755859375,128.64999389648438,126.94999694824219,127.0199966430664,127.0199966430664,177300
2018-03-23,126.44999694824219,126.72000122070312,124.45999908447266,124.5,124.5,223200
2018-03-26,126.2699966430664,127.48999786376953,125.25,127.30999755859375,127.30999755859375,158700
2018-03-27,129.47999572753906,130.11000061035156,127.55000305175781,128.0399932861328,128.0399932861328,347600
2018-03-28,128.2100067138672,129.74000549316406,128.13999938964844,129.3699951171875,129.3699951171875,348300
2018-03-29,130.0,130.9499969482422,129.0800018310547,130.3699951171875,130.3699951171875,165000
2018-04-02,128.9499969482422,128.9499969482422,125.8499984741211,126.58999633789062,126.58999633789062,260000
2018-04-03,127.11000061035156,128.47000122070312,126.91999816894531,128.35000610351562,128.35000610351562,233100
2018-04-04,125.97000122070312,127.91999816894531,125.7699966430664,127.76000213623047,127.76000213623047,396400
2018-04-05,127.33999633789062,127.88999938964844,126.93000030517578,127.4000015258789,127.4000015258789,437300
2018-04-06,126.12000274658203,126.51000213623047,124.44999694824219,125.37000274658203,125.37000274658203,420600
2018-04-09,126.25,127.22000122070312,125.7300033569336,126.16999816894531,126.16999816894531,233200
2018-04-10,127.9800033569336,128.52999877929688,127.76000213623047,128.25999450683594,128.25999450683594,303400
2018-04-11,128.00999450683594,128.52999877929688,127.72000122070312,127.80999755859375,127.80999755859375,155000
2018-04-12,128.5800018310547,129.02000427246094,128.3000030517578,128.6300048828125,128.6300048828125,134500
2018-04-13,128.85000610351562,128.9499969482422,128.22000122070312,128.52999877929688,128.52999877929688,89000
2018-04-16,129.16000366210938,129.33999633789062,128.7100067138672,128.82000732421875,128.82000732421875,137300
2018-04-17,128.97999572753906,129.41000366210938,128.50999450683594,129.33999633789062,129.33999633789062,174100
2018-04-18,129.47000122070312,129.6300048828125,129.02000427246094,129.07000732421875,129.07000732421875,199600
2018-04-19,128.7899932861328,128.7899932861328,128.0,128.49000549316406,128.49000549316406,148000
2018-04-20,128.9499969482422,129.33999633789062,128.8000030517578,129.22999572753906,129.22999572753906,214600
2018-04-23,129.36000061035156,129.3699951171875,128.74000549316406,129.07000732421875,129.07000732421875,117600
2018-04-24,130.5,130.63999938964844,129.0800018310547,129.47000122070312,129.47000122070312,145600
2018-04-25,130.72999572753906,131.27000427246094,130.5399932861328,131.10000610351562,131.10000610351562,181500
2018-04-26,131.39999389648438,131.8699951171875,131.11000061035156,131.61000061035156,131.61000061035156,105800
2018-04-27,131.38999938964844,131.64999389648438,130.91000366210938,131.00999450683594,131.00999450683594,116900
2018-04-30,131.25999450683594,131.83999633789062,130.80999755859375,130.97999572753906,130.97999572753906,170600
2018-05-01,130.69000244140625,131.0,130.14999389648438,130.97000122070312,130.97000122070312,127000
2018-05-02,131.0,131.0,130.10000610351562,130.17999267578125,130.17999267578125,127100
2018-05-03,129.92999267578125,130.52999877929688,129.10000610351562,130.11000061035156,130.11000061035156,109500
2018-05-04,129.89999389648438,131.32000732421875,129.5399932861328,131.32000732421875,131.32000732421875,109800
2018-05-07,131.39999389648438,131.94000244140625,131.14999389648438,131.50999450683594,131.50999450683594,114300
2018-05-08,130.6300048828125,130.97999572753906,130.4499969482422,130.89999389648438,130.89999389648438,133800
2018-05-09,135.13999938964844,136.2899932861328,134.9600067138672,136.2899932861328,136.2899932861328,364800
2018-05-10,138.35000610351562,138.67999267578125,138.14999389648438,138.38999938964844,138.38999938964844,198400
2018-05-11,137.97999572753906,138.16000366210938,137.60000610351562,138.07000732421875,138.07000732421875,140600
2018-05-14,138.0399932861328,138.4499969482422,138.0,138.13999938964844,138.13999938964844,98800
2018-05-15,136.44000244140625,136.4600067138672,135.92999267578125,136.22000122070312,136.22000122070312,148700
2018-05-16,136.92999267578125,137.66000366210938,136.85000610351562,137.35000610351562,137.35000610351562,100900
2018-05-17,137.0,137.05999755859375,136.4600067138672,136.6699981689453,136.6699981689453,73100
2018-05-18,136.5,136.5,135.6699981689453,136.0399932861328,136.0399932861328,168600
2018-05-21,136.49000549316406,136.57000732421875,136.02999877929688,136.4499969482422,136.4499969482422,81800
2018-05-22,136.5,136.5,135.66000366210938,135.74000549316406,135.74000549316406,120400
2018-05-23,134.60000610351562,134.88999938964844,133.8300018310547,134.8300018310547,134.8300018310547,106300
2018-05-24,132.39999389648438,132.82000732421875,131.7899932861328,132.44000244140625,132.44000244140625,261800
2018-05-25,129.8000030517578,130.22000122070312,129.61000061035156,129.9600067138672,129.9600067138672,204900
2018-05-29,127.43000030517578,127.83000183105469,126.36000061035156,126.69999694824219,126.69999694824219,276400
2018-05-30,126.63999938964844,127.66999816894531,126.58999633789062,127.2300033569336,127.2300033569336,287700
2018-05-31,127.83000183105469,128.14999389648438,127.08999633789062,127.97000122070312,127.97000122070312,369800
2018-06-01,131.2899932861328,131.8699951171875,130.9199981689453,131.30999755859375,131.30999755859375,225800
2018-06-04,135.25,135.2899932861328,134.17999267578125,134.27999877929688,134.27999877929688,180500
2018-06-05,133.6300048828125,133.75,133.36000061035156,133.4600067138672,133.4600067138672,94700
2018-06-06,136.02999877929688,136.17999267578125,135.3800048828125,136.1699981689453,136.1699981689453,141500
2018-06-07,136.75999450683594,137.4199981689453,136.4199981689453,136.4499969482422,136.4499969482422,233500
2018-06-08,136.38999938964844,136.41000366210938,135.7899932861328,136.2100067138672,136.2100067138672,107100
2018-06-11,136.47999572753906,137.55999755859375,136.47000122070312,137.14999389648438,137.14999389648438,95200
2018-06-12,134.6999969482422,134.97999572753906,134.38999938964844,134.5500030517578,134.5500030517578,225000
2018-06-13,135.83999633789062,135.92999267578125,135.2899932861328,135.41000366210938,135.41000366210938,112400
2018-06-14,135.39999389648438,135.7899932861328,135.32000732421875,135.44000244140625,135.44000244140625,76800
2018-06-15,136.24000549316406,136.3800048828125,135.2100067138672,135.80999755859375,135.80999755859375,150400
2018-06-18,135.6199951171875,136.5500030517578,135.58999633789062,136.52000427246094,136.52000427246094,135400
2018-06-19,135.8000030517578,136.19000244140625,135.52999877929688,136.14999389648438,136.14999389648438,158100
2018-06-20,135.1999969482422,135.3000030517578,134.25999450683594,134.3699951171875,134.3699951171875,117600
2018-06-21,133.58999633789062,133.58999633789062,132.19000244140625,132.66000366210938,132.66000366210938,155600
2018-06-22,131.88999938964844,131.92999267578125,130.72000122070312,131.0,131.0,209600
2018-06-25,129.85000610351562,129.97999572753906,128.22999572753906,128.57000732421875,128.57000732421875,205700
2018-06-26,129.27000427246094,129.77000427246094,128.6300048828125,129.2100067138672,129.2100067138672,167400
2018-06-27,128.63999938964844,128.63999938964844,127.0999984741211,127.11000061035156,127.11000061035156,323500
2018-06-28,128.13999938964844,129.38999938964844,128.05999755859375,129.08999633789062,129.08999633789062,173400
2018-06-29,129.38999938964844,129.89999389648438,128.77999877929688,128.80999755859375,128.80999755859375,176600
2018-07-02,127.5199966430664,128.05999755859375,127.0,127.93000030517578,127.93000030517578,101500
2018-07-03,128.3300018310547,128.35000610351562,127.25,127.4000015258789,127.4000015258789,96500
2018-07-05,128.3800048828125,129.3000030517578,128.3800048828125,129.07000732421875,129.07000732421875,120800
2018-07-06,129.42999267578125,129.94000244140625,129.08999633789062,129.55999755859375,129.55999755859375,84300
2018-07-09,130.22999572753906,130.80999755859375,130.22999572753906,130.6999969482422,130.6999969482422,69500
2018-07-10,129.17999267578125,129.44000244140625,129.00999450683594,129.27000427246094,129.27000427246094,120100
2018-07-11,128.67999267578125,128.74000549316406,127.77999877929688,128.05999755859375,128.05999755859375,75300
2018-07-12,129.05999755859375,129.35000610351562,128.82000732421875,129.17999267578125,129.17999267578125,79700
2018-07-13,129.1199951171875,129.6699981689453,129.0800018310547,129.50999450683594,129.50999450683594,74900
2018-07-16,129.7100067138672,129.7100067138672,129.39999389648438,129.50999450683594,129.50999450683594,100500
2018-07-17,130.7899932861328,131.92999267578125,130.6999969482422,131.4499969482422,131.4499969482422,135600
2018-07-18,132.61000061035156,132.9499969482422,131.97000122070312,132.08999633789062,132.08999633789062,182200
2018-07-19,131.72000122070312,132.02000427246094,131.4600067138672,131.77000427246094,131.77000427246094,107700
2018-07-20,132.10000610351562,132.27000427246094,131.72999572753906,131.8000030517578,131.8000030517578,123000
2018-07-23,131.44000244140625,131.82000732421875,131.25,131.72999572753906,131.72999572753906,126800
2018-07-24,132.77000427246094,133.17999267578125,132.2100067138672,132.5800018310547,132.5800018310547,118200
2018-07-25,131.5800018310547,132.35000610351562,129.80999755859375,132.2100067138672,132.2100067138672,270700
2018-07-26,133.19000244140625,133.58999633789062,132.99000549316406,133.3300018310547,133.3300018310547,135600
2018-07-27,134.38999938964844,134.75999450683594,133.9600067138672,134.4600067138672,134.4600067138672,168100
2018-07-30,134.8300018310547,135.57000732421875,134.8000030517578,134.97999572753906,134.97999572753906,149900
2018-07-31,131.97999572753906,132.2899932861328,131.66000366210938,131.83999633789062,131.83999633789062,198700
2018-08-01,132.5,133.17999267578125,131.47000122070312,131.6300048828125,131.6300048828125,131800
2018-08-02,130.5500030517578,131.10000610351562,129.9499969482422,131.0500030517578,131.0500030517578,119300
2018-08-03,130.39999389648438,131.63999938964844,129.77000427246094,131.3000030517578,131.3000030517578,157700
2018-08-06,128.4600067138672,128.69000244140625,128.07000732421875,128.4499969482422,128.4499969482422,198200
2018-08-07,128.75999450683594,129.13999938964844,128.47000122070312,128.52000427246094,128.52000427246094,270900
2018-08-08,127.75,127.75,127.05000305175781,127.08999633789062,127.08999633789062,208400
2018-08-09,126.5,126.5,125.41999816894531,125.44999694824219,125.44999694824219,191100
2018-08-10,125.05000305175781,125.05000305175781,124.12999725341797,124.2300033569336,124.2300033569336,233000
2018-08-13,124.05999755859375,124.31999969482422,123.4800033569336,123.5,123.5,229200
2018-08-14,123.91999816894531,123.91999816894531,123.25,123.44999694824219,123.44999694824219,131000
2018-08-15,122.55999755859375,122.55999755859375,121.41999816894531,121.8499984741211,121.8499984741211,191500
2018-08-16,122.0,123.12000274658203,121.91999816894531,122.76000213623047,122.76000213623047,132900
2018-08-17,122.62999725341797,123.55000305175781,122.44000244140625,123.27999877929688,123.27999877929688,135100
2018-08-20,122.76000213623047,123.55999755859375,122.76000213623047,123.2699966430664,123.2699966430664,126400
2018-08-21,122.94999694824219,122.94999694824219,122.5,122.56999969482422,122.56999969482422,182600
2018-08-22,124.5199966430664,124.76000213623047,123.58000183105469,123.73999786376953,123.73999786376953,262900
2018-08-23,123.23999786376953,123.23999786376953,122.05999755859375,122.26000213623047,122.26000213623047,184300
2018-08-24,123.0199966430664,123.12999725341797,122.47000122070312,122.83999633789062,122.83999633789062,93200
2018-08-27,125.61000061035156,127.01000213623047,125.22000122070312,126.47000122070312,126.47000122070312,370500
2018-08-28,126.73999786376953,127.08999633789062,126.01000213623047,126.06999969482422,126.06999969482422,169100
2018-08-29,126.8499984741211,127.7699966430664,126.73999786376953,127.4800033569336,127.4800033569336,249000
2018-08-30,125.66000366210938,126.08999633789062,124.83000183105469,125.26000213623047,125.26000213623047,165200
2018-08-31,124.5999984741211,124.79000091552734,123.80000305175781,124.08000183105469,124.08000183105469,152600
2018-09-04,122.16999816894531,122.41999816894531,121.6500015258789,122.01000213623047,122.01000213623047,244500
2018-09-05,120.51000213623047,121.26000213623047,120.30999755859375,120.47000122070312,120.47000122070312,290800
2018-09-06,120.5,120.5,119.31999969482422,120.19000244140625,120.19000244140625,136600
2018-09-07,119.55999755859375,119.7699966430664,119.0199966430664,119.30000305175781,119.30000305175781,190300
2018-09-10,119.55000305175781,119.66000366210938,119.1500015258789,119.18000030517578,119.18000030517578,104500
2018-09-11,120.06999969482422,120.08999633789062,119.5199966430664,119.91999816894531,119.91999816894531,172200
2018-09-12,119.80000305175781,120.31999969482422,119.63999938964844,119.91000366210938,119.91000366210938,110500
2018-09-13,121.75,122.41000366210938,121.5999984741211,121.95999908447266,121.95999908447266,149900
2018-09-14,122.70999908447266,122.83000183105469,122.05999755859375,122.27999877929688,122.27999877929688,131400
